# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1777214058054000000,1777214066244000000,0
workspaceModel.mutableEntityStorage.instances.count,1777214058054000000,1777214066244000000,1
jps.app.storage.content.writer.save.component.ms,1777214058054000000,1777214066244000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1777214058054000000,1777214066244000000,0
jps.global.handle.before.change.events.ms,1777214058054000000,1777214066244000000,0
workspaceModel.global.updates.ms,1777214058054000000,1777214066244000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1777214058054000000,1777214066244000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1777214058054000000,1777214066244000000,0
workspaceModel.sync.entities.ms,1777214058054000000,1777214066244000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1777214058054000000,1777214066244000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1777214058054000000,1777214066244000000,0
cacheStateStorage.get.counter,1777214058054000000,1777214066244000000,5
cacheStateStorage.set.duration,1777214058054000000,1777214066244000000,16
cacheStateStorage.set.counter,1777214058054000000,1777214066244000000,4
cacheStateStorage.get.duration,1777214058054000000,1777214066244000000,0
VFS.fileChildByName,1777214058054000000,1777214066244000000,18
VFS.fileByIdCache.hits,1777214058054000000,1777214066244000000,0
VFS.invertedFileNameIndex.requests,1777214058054000000,1777214066244000000,0
VFS.fileByIdCache.misses,1777214058054000000,1777214066244000000,0
AWTEventQueue.dispatchTimeTotalNS,1777214058054000000,1777214066244000000,782895738
workspaceModel.entityStorageSnapshotImpl.instances.count,1777214058054000000,1777214066244000000,2
